Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,Latitude,Longitude,Hotspot_Zone,City,Withdrawal_Window_Min
TXN_47149,USER_5937,85.45,ATM Withdrawal,2023-09-09 10:02:00,41767.46,Mobile,Sydney,Groceries,0,0,14,228.01,0,Mastercard,92,4570.28,OTP,0.3784,0,0,23.063248282658286,72.56645510652459,None,Ahmedabad,
TXN_7134,USER_3374,119.44,ATM Withdrawal,2023-12-02 17:34:00,18698.54,Tablet,New York,Clothing,0,0,2,21.14,0,Discover,105,4487.33,OTP,0.6425,0,0,22.9800570557913,72.54042041010811,None,Ahmedabad,
TXN_22018,USER_1872,57.85,ATM Withdrawal,2023-11-27 15:04:00,28459.14,Laptop,New York,Electronics,0,0,13,71.66,4,Amex,81,3003.21,PIN,0.9129,0,1,22.93535569193383,72.56227118883461,None,Ahmedabad,37.0
TXN_13413,USER_7132,11.91,ATM Withdrawal,2023-07-12 19:59:00,75447.75,Mobile,Mumbai,Travel,0,0,7,86.6,1,Visa,69,961.72,OTP,0.2151,0,0,22.94879688072882,72.53494760779948,None,Ahmedabad,
TXN_6720,USER_3555,202.75,ATM Withdrawal,2023-09-18 06:38:00,58180.36,Tablet,London,Travel,1,0,8,77.57,0,Discover,6,1798.14,PIN,0.1632,1,0,23.042280827207424,72.51439613672477,None,Ahmedabad,
TXN_15601,USER_5365,45.05,ATM Withdrawal,2023-11-20 22:19:00,7142.75,Mobile,Sydney,Groceries,1,0,6,177.07,0,Mastercard,32,4623.41,OTP,0.8534,1,1,23.010760928612918,72.50829285989754,Prahlad Nagar Corporate Rd,Ahmedabad,25.0
TXN_44743,USER_8432,68.08,ATM Withdrawal,2023-03-09 07:45:00,11823.74,Mobile,Sydney,Electronics,0,0,14,124.97,2,Visa,116,4500.89,PIN,0.3606,1,0,22.936999276150896,72.5853848490049,None,Ahmedabad,
TXN_38242,USER_2488,40.68,ATM Withdrawal,2023-10-03 11:13:00,73513.35,Laptop,London,Clothing,0,0,3,27.19,1,Discover,40,768.22,Biometric,0.8577,0,1,23.05006060774277,72.51070483028857,SG Highway (Sindhu Bhavan),Ahmedabad,42.0
TXN_29625,USER_4414,28.93,ATM Withdrawal,2023-02-25 22:53:00,21457.06,Laptop,Mumbai,Travel,0,0,4,356.78,0,Amex,124,293.67,Password,0.5639,0,0,23.106657380929917,72.53725055129682,None,Ahmedabad,
TXN_42090,USER_3767,221.65,ATM Withdrawal,2023-06-30 03:26:00,4113.54,Tablet,Mumbai,Groceries,0,0,1,380.62,0,Mastercard,153,4158.29,Biometric,0.8891,0,1,23.052444060567243,72.50891296915296,SG Highway (Sindhu Bhavan),Ahmedabad,25.0
TXN_6244,USER_7966,77.56,ATM Withdrawal,2023-09-22 19:14:00,35091.4,Laptop,Mumbai,Electronics,0,0,3,126.65,2,Discover,84,1895.75,PIN,0.7788,1,0,23.028354659175445,72.50723869977422,None,Ahmedabad,
TXN_5545,USER_7795,43.67,ATM Withdrawal,2023-02-01 11:09:00,871.39,Tablet,Mumbai,Groceries,0,0,8,281.45,0,Amex,64,321.41,Password,0.1535,0,0,23.020523726389825,72.60605754090908,None,Ahmedabad,
TXN_4064,USER_2517,35.48,ATM Withdrawal,2023-08-27 03:48:00,96433.2,Mobile,Sydney,Travel,0,0,10,274.94,4,Amex,223,1801.72,OTP,0.9509,0,1,23.043914689002126,72.48670267075234,None,Ahmedabad,34.0
TXN_12851,USER_1325,69.42,ATM Withdrawal,2023-03-27 19:01:00,55756.5,Mobile,London,Clothing,0,0,2,67.54,3,Amex,38,1047.08,PIN,0.499,0,0,23.090664758874787,72.60700752615108,None,Ahmedabad,
TXN_46088,USER_2714,3.54,ATM Withdrawal,2023-11-17 08:43:00,30122.65,Mobile,Sydney,Restaurants,0,0,7,158.73,2,Amex,4,4814.01,OTP,0.7642,0,0,23.048885137853315,72.59284542599764,None,Ahmedabad,
TXN_21879,USER_8884,5.32,ATM Withdrawal,2023-11-04 06:46:00,29798.65,Tablet,Mumbai,Clothing,0,0,6,326.03,4,Discover,10,745.05,Biometric,0.4979,1,1,23.03275479227741,72.55599826220252,CG Road (Navrangpura),Ahmedabad,41.0
TXN_292,USER_6854,28.15,ATM Withdrawal,2023-04-09 21:33:00,31016.2,Mobile,New York,Restaurants,0,0,12,254.87,0,Discover,23,801.05,OTP,0.091,0,0,23.082969367160025,72.6242421497298,None,Ahmedabad,
TXN_14073,USER_3834,117.16,ATM Withdrawal,2023-12-07 23:53:00,27098.65,Mobile,Tokyo,Travel,0,1,14,497.79,3,Amex,167,116.07,OTP,0.881,0,1,23.043588219005088,72.57217409113929,Ashram Road Financial Hub,Ahmedabad,36.0
TXN_40185,USER_8090,170.87,ATM Withdrawal,2023-02-09 06:38:00,29864.62,Laptop,Mumbai,Clothing,0,0,11,207.57,3,Visa,88,2099.09,Biometric,0.575,0,0,23.021405563744864,72.67149385772365,None,Ahmedabad,
TXN_40971,USER_8142,32.25,ATM Withdrawal,2023-08-05 12:29:00,80244.56,Laptop,Tokyo,Restaurants,0,0,7,160.14,2,Amex,59,4792.4,Password,0.4924,0,0,23.094367157689174,72.62101500449222,None,Ahmedabad,
TXN_48577,USER_7551,300.74,ATM Withdrawal,2023-04-22 17:49:00,26420.43,Mobile,Tokyo,Electronics,0,0,12,250.69,1,Discover,62,102.83,Password,0.8028,0,0,23.089838497593433,72.60024135340247,None,Ahmedabad,
TXN_7753,USER_3990,231.29,ATM Withdrawal,2023-12-12 16:32:00,86619.89,Laptop,Mumbai,Electronics,0,0,9,417.6,3,Amex,18,1588.39,Biometric,0.8838,1,1,23.030831397583388,72.55587880533061,CG Road (Navrangpura),Ahmedabad,34.0
TXN_46638,USER_4880,68.44,ATM Withdrawal,2023-05-27 16:33:00,78645.6,Laptop,London,Travel,0,0,3,339.58,3,Mastercard,203,985.65,Biometric,0.5559,1,0,22.923622869681296,72.53255852704731,None,Ahmedabad,
TXN_43136,USER_8639,210.98,ATM Withdrawal,2023-12-07 16:48:00,14361.8,Tablet,Mumbai,Clothing,0,0,2,35.22,3,Discover,173,92.88,PIN,0.4504,0,0,22.988077216783676,72.57363438150968,None,Ahmedabad,
TXN_36672,USER_8452,160.58,ATM Withdrawal,2023-06-03 11:14:00,60955.11,Tablet,New York,Restaurants,0,0,7,315.32,1,Amex,198,2927.89,Password,0.5051,0,0,23.005339341565342,72.46279796043557,None,Ahmedabad,
TXN_23921,USER_8597,251.8,ATM Withdrawal,2023-10-03 12:05:00,87999.62,Mobile,New York,Restaurants,0,0,13,56.74,0,Amex,28,3030.98,OTP,0.7462,0,0,23.011990546977156,72.67584907859572,None,Ahmedabad,
TXN_18315,USER_1948,154.59,ATM Withdrawal,2023-12-23 01:53:00,42889.03,Laptop,Mumbai,Electronics,0,0,12,12.45,2,Mastercard,118,4054.89,PIN,0.6357,1,0,23.03945280728124,72.64523879068079,None,Ahmedabad,
TXN_42127,USER_6177,51.97,ATM Withdrawal,2023-03-23 02:17:00,41278.5,Tablet,New York,Electronics,0,0,10,66.31,3,Visa,89,4297.64,Biometric,0.7717,0,0,22.99340678325322,72.53808374226625,None,Ahmedabad,
TXN_7881,USER_9978,50.8,ATM Withdrawal,2023-05-10 09:03:00,87491.78,Laptop,Sydney,Clothing,0,0,5,158.15,2,Discover,112,4890.79,Password,0.8669,1,1,23.055350394159227,72.51181607447113,SG Highway (Sindhu Bhavan),Ahmedabad,25.0
TXN_6016,USER_8160,56.64,ATM Withdrawal,2023-04-05 21:03:00,34337.36,Mobile,New York,Electronics,0,0,11,120.63,2,Mastercard,230,678.61,Biometric,0.8361,1,0,22.99603025877703,72.53502073638208,None,Ahmedabad,
TXN_23029,USER_6974,23.31,ATM Withdrawal,2023-11-05 14:44:00,2489.44,Tablet,New York,Clothing,0,0,14,104.81,3,Discover,232,1519.96,PIN,0.0365,0,0,23.116068337828132,72.52258483282023,None,Ahmedabad,
TXN_35473,USER_8207,145.45,ATM Withdrawal,2023-08-08 09:53:00,36784.22,Tablet,Sydney,Restaurants,0,0,13,259.93,3,Visa,71,3207.3,Password,0.4347,1,0,22.99163229187145,72.61722289728941,None,Ahmedabad,
TXN_6943,USER_1064,134.91,ATM Withdrawal,2023-09-23 00:51:00,93551.86,Tablet,Sydney,Restaurants,0,0,4,338.13,1,Mastercard,195,453.58,PIN,0.9466,1,1,23.01112720231388,72.50997333072449,Prahlad Nagar Corporate Rd,Ahmedabad,43.0
TXN_36345,USER_1958,19.71,ATM Withdrawal,2023-02-28 09:44:00,68434.73,Mobile,Sydney,Restaurants,0,0,4,189.94,3,Amex,236,2187.67,Password,0.8988,0,1,23.028987593162338,72.55658780540799,CG Road (Navrangpura),Ahmedabad,44.0
TXN_48386,USER_1872,33.34,ATM Withdrawal,2023-12-01 16:39:00,4358.8,Mobile,New York,Electronics,0,0,14,271.92,1,Amex,46,4257.54,Biometric,0.898,0,1,23.012716302735917,72.51141881488338,Prahlad Nagar Corporate Rd,Ahmedabad,29.0
TXN_42745,USER_6832,2.65,ATM Withdrawal,2023-06-24 22:47:00,63231.42,Laptop,Tokyo,Electronics,1,0,10,11.96,0,Amex,2,2788.96,PIN,0.6463,1,0,22.989530877090193,72.46758469322596,None,Ahmedabad,
TXN_44712,USER_9970,7.41,ATM Withdrawal,2023-01-09 00:34:00,8316.6,Mobile,Mumbai,Travel,0,0,13,194.54,3,Visa,164,3201.41,OTP,0.9656,0,1,23.05506552109925,72.51294764728269,SG Highway (Sindhu Bhavan),Ahmedabad,22.0
TXN_5071,USER_5661,94.29,ATM Withdrawal,2023-05-21 07:09:00,86307.88,Tablet,Sydney,Restaurants,0,0,12,48.18,4,Visa,103,2219.62,Password,0.0704,0,1,22.953991370101306,72.64462703572013,None,Ahmedabad,18.0
TXN_48216,USER_4103,118.79,ATM Withdrawal,2023-08-07 12:43:00,80256.83,Laptop,London,Restaurants,0,0,6,49.21,1,Visa,227,1358.79,OTP,0.3105,1,0,23.099175186550834,72.57331605018236,None,Ahmedabad,
TXN_43044,USER_1348,4.83,ATM Withdrawal,2023-05-14 19:28:00,58786.45,Laptop,New York,Electronics,0,0,6,159.13,3,Amex,163,2685.89,Biometric,0.934,1,1,23.011577991769297,72.50908216754118,Prahlad Nagar Corporate Rd,Ahmedabad,24.0
TXN_31520,USER_9541,207.98,ATM Withdrawal,2023-03-14 11:13:00,62836.43,Tablet,New York,Groceries,0,0,8,464.16,4,Visa,67,4583.53,Biometric,0.1706,1,1,23.08789289879219,72.58161077705883,None,Ahmedabad,37.0
TXN_43337,USER_3706,40.76,ATM Withdrawal,2023-03-20 01:53:00,10888.15,Laptop,Mumbai,Electronics,0,0,10,201.34,1,Mastercard,87,3035.56,Password,0.8856,1,1,23.042266251145094,72.57439997114363,Ashram Road Financial Hub,Ahmedabad,31.0
TXN_46956,USER_5811,72.15,ATM Withdrawal,2023-06-02 15:06:00,92833.34,Laptop,Mumbai,Electronics,0,0,13,218.47,3,Visa,226,4699.6,OTP,0.531,0,0,23.06122036927436,72.63923007933954,None,Ahmedabad,
TXN_6925,USER_2831,60.7,ATM Withdrawal,2023-12-24 14:17:00,82762.84,Mobile,Sydney,Groceries,0,1,5,288.41,1,Amex,233,2309.6,OTP,0.4815,0,0,23.075543261062357,72.64369271172825,None,Ahmedabad,
TXN_8883,USER_2377,30.61,ATM Withdrawal,2023-12-06 18:10:00,42503.74,Tablet,New York,Travel,0,0,9,469.33,4,Discover,60,3082.28,PIN,0.7121,0,1,23.05231509022535,72.50866112479147,SG Highway (Sindhu Bhavan),Ahmedabad,27.0
TXN_12969,USER_1861,2.86,ATM Withdrawal,2023-06-09 07:45:00,28160.04,Mobile,New York,Restaurants,0,0,12,429.69,2,Visa,231,1094.7,Password,0.7425,0,0,22.992356604804765,72.61492430537623,None,Ahmedabad,
TXN_6234,USER_3251,75.74,ATM Withdrawal,2023-04-14 05:03:00,2461.73,Mobile,Sydney,Groceries,0,1,9,142.91,2,Discover,17,4786.58,PIN,0.2291,0,0,23.093256658627528,72.5712508516682,None,Ahmedabad,
TXN_7891,USER_5803,93.57,ATM Withdrawal,2023-06-17 12:22:00,48638.4,Mobile,Sydney,Restaurants,0,0,4,154.68,0,Visa,31,1282.55,Password,0.3982,0,0,22.964728944480235,72.6663149481194,None,Ahmedabad,
TXN_13471,USER_2767,22.34,ATM Withdrawal,2023-06-01 18:05:00,52000.66,Tablet,Mumbai,Clothing,0,0,13,439.97,0,Amex,46,1589.09,PIN,0.8656,0,1,22.94858015092427,72.61024056613533,None,Ahmedabad,42.0
TXN_10557,USER_8429,104.77,ATM Withdrawal,2023-10-10 02:26:00,43050.94,Tablet,London,Electronics,0,0,9,39.39,4,Visa,40,904.46,Biometric,0.5402,1,1,23.05072705857043,72.51222274127457,SG Highway (Sindhu Bhavan),Ahmedabad,43.0
TXN_38214,USER_4347,27.92,ATM Withdrawal,2023-10-07 21:55:00,76587.67,Mobile,Mumbai,Electronics,0,0,6,478.81,2,Mastercard,225,104.14,PIN,0.9134,0,1,23.010634489919624,72.51070909660554,Prahlad Nagar Corporate Rd,Ahmedabad,42.0
TXN_22915,USER_3132,3.13,ATM Withdrawal,2023-06-23 02:03:00,39053.47,Mobile,Tokyo,Electronics,0,0,11,480.12,0,Amex,41,4880.03,OTP,0.1055,0,0,23.058651535156354,72.61316705582492,None,Ahmedabad,
TXN_8085,USER_6546,51.13,ATM Withdrawal,2023-04-29 07:20:00,89644.47,Mobile,London,Groceries,0,0,4,66.69,0,Amex,135,2966.33,OTP,0.0282,0,0,23.012042170358537,72.68359043178359,None,Ahmedabad,
TXN_14709,USER_4528,189.97,ATM Withdrawal,2023-10-08 17:51:00,72676.18,Tablet,Sydney,Electronics,0,0,2,392.08,2,Mastercard,197,614.96,OTP,0.8337,0,0,22.929152412208477,72.6299717218102,None,Ahmedabad,
TXN_38385,USER_5642,187.17,ATM Withdrawal,2023-06-07 03:29:00,80368.2,Laptop,New York,Groceries,0,0,4,144.99,3,Visa,123,4175.13,Password,0.9394,0,1,23.012496241674185,72.51214858904771,Prahlad Nagar Corporate Rd,Ahmedabad,31.0
TXN_6230,USER_9828,173.9,ATM Withdrawal,2023-07-21 18:25:00,26946.4,Mobile,Mumbai,Clothing,0,0,8,407.89,4,Amex,79,49.61,Biometric,0.9316,0,1,23.04413758332112,72.57154426733746,Ashram Road Financial Hub,Ahmedabad,40.0
TXN_46358,USER_7467,20.72,ATM Withdrawal,2023-12-01 10:55:00,11001.5,Mobile,New York,Restaurants,0,0,5,219.45,1,Amex,38,4007.93,Password,0.2871,0,0,23.038930548604466,72.59133723039835,None,Ahmedabad,
TXN_39357,USER_3232,126.11,ATM Withdrawal,2023-03-07 06:07:00,83036.89,Tablet,London,Restaurants,0,0,14,48.87,2,Amex,231,3456.9,Biometric,0.0197,1,0,23.063065025385225,72.64481113806771,None,Ahmedabad,
TXN_16386,USER_3203,35.24,ATM Withdrawal,2023-10-30 08:07:00,64652.86,Mobile,Mumbai,Electronics,0,0,3,71.63,1,Mastercard,27,2994.03,OTP,0.2823,0,0,22.980190239703294,72.587442546906,None,Ahmedabad,
TXN_4168,USER_6558,19.7,ATM Withdrawal,2023-08-14 22:00:00,50029.61,Laptop,Tokyo,Electronics,0,0,9,481.53,0,Amex,53,2174.85,PIN,0.9072,0,1,23.03353930315517,72.55633336279708,CG Road (Navrangpura),Ahmedabad,30.0
TXN_43514,USER_8015,131.47,ATM Withdrawal,2023-02-07 14:27:00,96436.96,Laptop,New York,Clothing,0,0,14,296.85,4,Amex,150,180.31,OTP,0.4587,0,1,23.04123427637847,72.56955583482329,Ashram Road Financial Hub,Ahmedabad,22.0
TXN_28824,USER_3256,5.05,ATM Withdrawal,2023-10-17 00:48:00,2822.96,Laptop,New York,Electronics,0,0,14,143.26,2,Mastercard,78,3799.25,Biometric,0.3256,0,0,23.062655054442672,72.65309876435039,None,Ahmedabad,
TXN_24468,USER_3713,4.64,ATM Withdrawal,2023-07-21 04:47:00,82254.09,Tablet,New York,Travel,0,0,9,483.53,4,Visa,81,882.6,PIN,0.5644,0,1,23.029898634788225,72.55544339764147,CG Road (Navrangpura),Ahmedabad,28.0
TXN_48252,USER_8507,24.45,ATM Withdrawal,2023-07-08 17:56:00,68888.45,Laptop,London,Electronics,0,0,13,59.36,3,Amex,48,4955.42,Biometric,0.7604,0,0,23.129726543051145,72.56246570886934,None,Ahmedabad,
TXN_9282,USER_7103,42.45,ATM Withdrawal,2023-12-12 09:32:00,47408.65,Laptop,London,Travel,0,1,1,483.93,0,Mastercard,237,511.04,PIN,0.0628,0,0,22.925379918786724,72.60660566495893,None,Ahmedabad,
TXN_29339,USER_5697,19.78,ATM Withdrawal,2023-06-03 20:05:00,24257.88,Laptop,Sydney,Groceries,0,0,3,497.33,0,Visa,51,3806.28,Password,0.6544,1,0,22.965463694397858,72.66584727630656,None,Ahmedabad,
TXN_20964,USER_9629,144.46,ATM Withdrawal,2023-01-30 07:51:00,61488.13,Laptop,New York,Clothing,0,0,10,270.61,2,Amex,132,250.08,Password,0.284,1,0,22.972871892252808,72.57740530693079,None,Ahmedabad,
TXN_659,USER_2331,132.19,ATM Withdrawal,2023-11-20 16:54:00,9834.1,Tablet,London,Restaurants,0,0,2,21.33,3,Mastercard,125,3580.2,Password,0.8459,0,0,22.971711240033027,72.63801472810215,None,Ahmedabad,
TXN_48871,USER_5630,36.92,ATM Withdrawal,2023-12-22 19:15:00,88944.0,Tablet,Tokyo,Electronics,0,0,13,45.32,0,Discover,179,4737.83,Biometric,0.058,1,0,23.003248692135514,72.51846030360542,None,Ahmedabad,
TXN_26527,USER_5138,163.25,ATM Withdrawal,2023-07-21 16:28:00,76492.39,Mobile,New York,Restaurants,0,0,13,143.23,1,Discover,144,3166.43,Biometric,0.4429,0,0,22.921741836475,72.59200695829645,None,Ahmedabad,
TXN_26158,USER_8636,68.71,ATM Withdrawal,2023-03-14 18:04:00,98107.1,Tablet,Sydney,Travel,0,0,4,224.24,4,Discover,165,719.11,Password,0.1876,0,1,23.010380640101754,72.59112013717348,None,Ahmedabad,18.0
TXN_21724,USER_9663,112.79,ATM Withdrawal,2023-12-12 09:34:00,17918.19,Mobile,Sydney,Groceries,0,0,9,45.15,4,Amex,185,3554.64,OTP,0.3724,0,1,23.02890148723132,72.55528579083288,CG Road (Navrangpura),Ahmedabad,45.0
TXN_27878,USER_2685,138.97,ATM Withdrawal,2023-08-30 12:32:00,86518.4,Laptop,Sydney,Restaurants,0,1,4,116.23,2,Amex,179,1430.12,Biometric,0.911,1,1,23.026148384112126,72.5229160017878,None,Ahmedabad,17.0
TXN_7841,USER_2800,132.62,ATM Withdrawal,2023-08-07 07:40:00,60756.33,Tablet,Tokyo,Travel,0,0,11,90.24,1,Mastercard,113,477.77,Biometric,0.7042,1,0,23.06172820330089,72.54275083905956,None,Ahmedabad,
TXN_14487,USER_6959,248.94,ATM Withdrawal,2023-05-03 15:29:00,54443.87,Tablet,London,Clothing,0,0,12,335.95,0,Mastercard,89,2594.43,Biometric,0.2806,0,0,22.981115045865465,72.58151472016547,None,Ahmedabad,
